perf_metric,perf_metric_diff,pvalue,names,method,perf_metric_name,seed,outcome,taxlevel,metric,dataset,trainfrac
0.5260858050847458,0.00569385593220339,0.22772277227722773,Otu00001,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5226959745762711,0.00908368644067803,0.19801980198019803,Otu00002,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5308792372881356,9.004237288136041e-4,0.2079207920792079,Otu00003,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5303389830508475,0.0014406779661017,0.4356435643564357,Otu00004,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5271186440677966,0.00466101694915255,0.25742574257425743,Otu00005,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5297669491525424,0.00201271186440676,0.37623762376237624,Otu00006,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5327065677966102,-9.269067796610076e-4,0.5643564356435643,Otu00007,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5310805084745762,6.991525423729605e-4,0.3465346534653465,Otu00008,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5258527542372882,0.00592690677966101,0.24752475247524752,Otu00009,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5410063559322034,-0.00922669491525418,0.8712871287128713,Otu00010,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5307468220338983,0.00103283898305084,0.49504950495049505,Otu00011,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5323516949152542,-5.720338983050688e-4,0.5643564356435643,Otu00012,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5337235169491525,-0.00194385593220336,0.6732673267326733,Otu00013,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5364459745762712,-0.00466631355932201,0.801980198019802,Otu00014,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5282203389830509,0.0035593220338983,0.21782178217821785,Otu00015,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5113241525423728,0.02045550847457633,0.0594059405940594,Otu00016,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5294438559322033,0.00233580508474584,0.07920792079207921,Otu00017,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5319173728813559,-1.377118644066977e-4,0.594059405940594,Otu00018,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5313771186440678,4.0254237288139816e-4,0.4752475247524752,Otu00019,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5306355932203389,0.00114406779661024,0.31683168316831684,Otu00020,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5270021186440678,0.00477754237288141,0.3564356435643564,Otu00021,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5326430084745762,-8.633474576270617e-4,0.4752475247524752,Otu00022,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5310646186440678,7.15042372881336e-4,0.45544554455445546,Otu00023,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5315889830508475,1.906779661017266e-4,0.6039603960396039,Otu00024,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5297828389830509,0.00199682203389828,0.4455445544554455,Otu00025,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5312023305084745,5.773305084746383e-4,0.31683168316831684,Otu00026,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5261652542372881,0.00561440677966107,0.3465346534653465,Otu00027,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5285699152542372,0.00320974576271193,0.32673267326732675,Otu00028,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5303442796610169,0.00143538135593224,0.46534653465346537,Otu00029,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5153654661016949,0.01641419491525431,0.0891089108910891,Otu00030,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5283421610169492,0.00343749999999998,0.4455445544554455,Otu00031,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.531573093220339,2.0656779661021307e-4,0.5148514851485149,Otu00032,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5282256355932203,0.00355402542372884,0.3069306930693069,Otu00033,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5312764830508474,5.031779661017755e-4,0.18811881188118812,Otu00034,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5243432203389831,0.00743644067796611,0.26732673267326734,Otu00035,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5308792372881356,9.004237288136041e-4,0.48514851485148514,Otu00036,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5314459745762712,3.336864406779938e-4,0.6534653465346535,Otu00037,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5304766949152542,0.001302966101695,0.4257425742574258,Otu00038,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5258792372881356,0.0059004237288136,0.33663366336633666,Otu00039,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5316525423728814,1.2711864406778073e-4,0.7326732673267327,Otu00040,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5316419491525424,1.377118644068e-4,0.7128712871287128,Otu00041,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5306779661016949,0.00110169491525424,0.32673267326732675,Otu00042,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5263665254237289,0.00541313559322031,0.2871287128712871,Otu00043,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5317108050847458,6.885593220340436e-5,0.8217821782178217,Otu00044,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5296504237288135,0.00212923728813563,0.27722772277227725,Otu00045,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5315942796610169,1.8538135593226812e-4,0.6138613861386139,Otu00046,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5298305084745762,0.00194915254237293,0.39603960396039606,Otu00047,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5262923728813559,0.00548728813559329,0.297029702970297,Otu00048,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.531186440677966,5.932203389831248e-4,0.49504950495049505,Otu00049,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5368961864406779,-0.00511652542372875,0.8415841584158416,Otu00050,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5293697033898305,0.0024099576271187,0.38613861386138615,Otu00051,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5273146186440678,0.00446504237288136,0.04950495049504951,Otu00052,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5281567796610169,0.00362288135593225,0.16831683168316833,Otu00054,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5300264830508474,0.00175317796610174,0.405940594059406,Otu00055,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5286440677966102,0.00313559322033896,0.07920792079207921,Otu00056,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5362870762711864,-0.00450741525423725,0.900990099009901,Otu00057,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5317266949152543,5.296610169491789e-5,0.8811881188118812,Otu00058,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5315042372881356,2.7542372881361743e-4,0.504950495049505,Otu00059,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5422722457627118,-0.01049258474576264,0.7227722772277227,Otu00060,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5300105932203389,0.00176906779661023,0.15841584158415842,Otu00061,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5267002118644067,0.00507944915254243,0.24752475247524752,Otu00062,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5216631355932203,0.01011652542372887,0.06930693069306931,Otu00063,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5303177966101695,0.00146186440677964,0.5346534653465347,Otu00065,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5274629237288135,0.00431673728813564,0.39603960396039606,Otu00066,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5290148305084745,0.00276483050847464,0.24752475247524752,Otu00067,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5315889830508475,1.906779661017266e-4,0.5346534653465347,Otu00072,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5316896186440678,9.004237288134931e-5,0.801980198019802,Otu00073,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5310487288135594,7.309322033898225e-4,0.48514851485148514,Otu00074,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5310858050847458,6.93855932203391e-4,0.15841584158415842,Otu00075,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5304608050847458,0.00131885593220337,0.46534653465346537,Otu00077,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5351430084745763,-0.00336334745762711,0.6435643564356436,Otu00078,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.5322722457627118,-4.925847457626364e-4,0.594059405940594,Otu00079,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
0.530884533898305,8.951271186441456e-4,0.3465346534653465,Otu00081,glmnet,AUC,100,idsa,OTU,AUC,int,0.8
